date	time	id	returning	reward	location	claimed	social
06.10.14	04:45:22	10501	new	tickets	1	yes	fb
06.10.14	04:45:22	10525	new	point	2	yes	inst
06.10.14	04:45:22	10549	new	ticket	1	no	inst
06.10.14	07:45:22	10504	new	tickets	1	yes	Em
06.10.14	07:45:22	10528	new	tickets	3	yes	fb
06.10.14	07:45:22	10552	new	point	1	yes	fb
06.10.14	08:45:22	10505	new	tickets	1	yes	fb
06.10.14	08:45:22	10529	new	tickets	1	yes	Em
06.10.14	08:45:22	10553	new	tickets	1	yes	fb
06.10.14	09:45:22	10506	new	tickets	1	yes	inst
06.10.14	09:45:22	10530	new	tickets	2	yes	fb
06.10.14	09:45:22	10554	new	tickets	1	no	Em
06.10.14	10:45:22	10507	new	tickets	1	yes	fb
06.10.14	10:45:22	10531	new	tickets	4	yes	inst
06.10.14	10:45:22	10555	new	tickets	2	yes	fb
06.10.14	11:45:22	10508	new	tickets	1	yes	fb
06.10.14	11:45:22	10532	new	tickets	3	yes	fb
06.10.14	12:45:22	10509	new	tickets	1	yes	fb
06.10.14	16:45:22	10489	returning	ticket	1	yes	fb
06.10.14	16:45:22	10513	new	tickets	1	yes	fb
06.10.14	16:45:22	10537	new	tickets	4	yes	fb
06.10.14	17:45:22	10490	returning	ticket	3	yes	fb
06.10.14	17:45:22	10514	new	ticket	2	yes	fb
06.10.14	17:45:22	10538	new	tickets	4	yes	fb
06.10.14	18:45:22	10491	new	ticket	1	yes	fb
06.10.14	18:45:22	10515	new	ticket	2	yes	fb
06.10.14	18:45:22	10539	new	tickets	4	yes	fb
06.10.14	19:45:22	10492	new	ticket	1	no	inst
06.10.14	19:45:22	10516	new	ticket	2	yes	fb
06.10.14	19:45:22	10540	new	tickets	4	yes	fb
06.10.14	20:45:22	10493	returning	ticket	4	yes	fb
06.10.14	20:45:22	10517	returning	ticket	2	yes	inst
06.10.14	20:45:22	10541	new	ticket	1	yes	fb
06.10.14	21:45:22	10494	new	ticket	1	yes	fb
06.10.14	21:45:22	10518	returning	ticket	2	yes	fb
06.10.14	21:45:22	10542	new	ticket	1	yes	inst
06.10.14	23:45:22	10520	new	ticket	2	yes	fb
06.10.14	23:45:22	10544	new	ticket	1	yes	fb
07.10.14	00:45:22	10569	new	ticket	1	yes	fb
07.10.14	00:45:22	10593	new	tickets	1	yes	fb
07.10.14	00:45:22	10617	new	tickets	2	yes	inst
07.10.14	00:45:22	10641	new	tickets	1	no	fb
07.10.14	00:45:22	10665	new	tickets	1	yes	fb
07.10.14	00:45:22	10689	new	tickets	1	yes	fb
07.10.14	00:45:22	10713	new	points	2	yes	fb
07.10.14	01:45:22	10570	new	ticket	2	yes	fb
07.10.14	01:45:22	10594	new	tickets	1	yes	fb
07.10.14	01:45:22	10618	new	tickets	2	yes	fb
07.10.14	01:45:22	10642	new	tickets	3	yes	inst
07.10.14	01:45:22	10666	new	tickets	1	yes	fb
07.10.14	01:45:22	10690	new	tickets	1	yes	fb
07.10.14	01:45:22	10714	new	point	2	yes	fb
07.10.14	02:45:22	10571	new	ticket	1	no	fb
07.10.14	02:45:22	10595	new	ticket	1	yes	fb
07.10.14	02:45:22	10619	new	tickets	2	yes	fb
07.10.14	04:45:22	10693	returning	tickets	1	yes	fb
07.10.14	04:45:22	10717	new	tickets	2	yes	inst
07.10.14	05:45:22	10574	new	ticket	1	yes	inst
07.10.14	05:45:22	10598	new	ticket	1	yes	Em
07.10.14	05:45:22	10622	new	ticket	2	yes	tw
07.10.14	05:45:22	10646	new	tickets	1	yes	fb
07.10.14	05:45:22	10670	new	tickets	1	yes	fb
07.10.14	05:45:22	10694	new	tickets	2	no	fb
07.10.14	05:45:22	10718	new	tickets	2	yes	fb
07.10.14	06:45:22	10575	returning	ticket	1	yes	inst
07.10.14	06:45:22	10599	new	ticket	1	yes	inst
07.10.14	06:45:22	10623	new	ticket	2	yes	Em
07.10.14	07:45:22	10600	new	ticket	1	yes	inst
07.10.14	07:45:22	10624	new	ticket	3	yes	inst
07.10.14	07:45:22	10648	new	tickets	1	yes	Em
07.10.14	07:45:22	10672	new	tickets	1	yes	tw
07.10.14	07:45:22	10696	returning	tickets	1	yes	fb
07.10.14	07:45:22	10720	returning	tickets	2	yes	fb
07.10.14	08:45:22	10577	returning	ticket	1	yes	fb
07.10.14	08:45:22	10601	new	ticket	1	yes	fb
07.10.14	08:45:22	10625	new	ticket	3	yes	inst
07.10.14	08:45:22	10649	new	ticket	1	yes	inst
07.10.14	08:45:22	10673	new	tickets	1	yes	Em
07.10.14	08:45:22	10697	new	tickets	1	yes	tw
07.10.14	08:45:22	10721	returning	tickets	3	yes	fb
07.10.14	09:45:22	10578	new	points	1	yes	fb
07.10.14	09:45:22	10602	new	ticket	1	yes	fb
07.10.14	09:45:22	10626	new	ticket	1	yes	fb
07.10.14	10:45:22	10650	new	ticket	1	yes	inst
07.10.14	10:45:22	10674	new	tickets	1	yes	inst
07.10.14	10:45:22	10698	new	tickets	1	yes	Em
07.10.14	10:45:22	10722	returning	tickets	3	yes	tw
07.10.14	10:45:22	10579	new	point	1	yes	Em
07.10.14	10:45:22	10603	new	ticket	1	yes	fb
07.10.14	10:45:22	10627	new	ticket	2	yes	fb
07.10.14	10:45:22	10651	new	ticket	1	yes	fb
07.10.14	10:45:22	10675	new	tickets	1	yes	inst
07.10.14	10:45:22	10699	new	tickets	1	no	inst
07.10.14	10:45:22	10723	new	tickets	1	yes	Em
07.10.14	11:45:22	10556	new	tickets	1	yes	inst
07.10.14	11:45:22	10580	returning	tickets	1	no	fb
07.10.14	11:45:22	10604	returning	ticket	1	yes	Em
07.10.14	11:45:22	10628	new	ticket	4	yes	fb
07.10.14	11:45:22	10652	new	ticket	2	yes	fb
07.10.14	11:45:22	10676	new	ticket	1	yes	fb
07.10.14	11:45:22	10700	new	tickets	1	yes	inst
07.10.14	11:45:22	10724	new	tickets	2	yes	inst
07.10.14	11:45:22	10557	new	tickets	1	yes	fb
07.10.14	11:45:22	10581	new	tickets	4	yes	inst
07.10.14	11:45:22	10605	returning	points	1	yes	fb
07.10.14	11:45:22	10629	new	ticket	3	yes	Em
07.10.14	11:45:22	10653	new	ticket	1	yes	fb
07.10.14	12:45:22	10677	new	ticket	1	yes	fb
07.10.14	12:45:22	10701	new	tickets	1	yes	fb
07.10.14	12:45:22	10725	returning	tickets	4	no	inst
07.10.14	13:45:22	10558	new	tickets	1	yes	fb
07.10.14	13:45:22	10582	new	tickets	1	yes	fb
07.10.14	13:45:22	10606	returning	point	1	yes	inst
07.10.14	13:45:22	10630	new	ticket	4	yes	fb
07.10.14	13:45:22	10654	new	ticket	1	yes	Em
07.10.14	13:45:22	10678	new	ticket	4	yes	fb
07.10.14	13:45:22	10702	new	tickets	1	yes	fb
07.10.14	13:45:22	10559	new	tickets	1	yes	fb
07.10.14	13:45:22	10583	new	tickets	1	yes	fb
07.10.14	13:45:22	10607	new	tickets	1	yes	fb
07.10.14	13:45:22	10631	new	ticket	4	yes	inst
07.10.14	13:45:22	10655	new	ticket	1	yes	fb
07.10.14	13:45:22	10679	new	ticket	1	yes	Em
07.10.14	13:45:22	10703	new	ticket	1	yes	fb
07.10.14	15:45:22	10560	new	tickets	3	yes	fb
07.10.14	15:45:22	10584	new	tickets	1	no	fb
07.10.14	15:45:22	10608	new	tickets	4	yes	fb
07.10.14	16:45:22	10657	new	ticket	3	yes	fb
07.10.14	16:45:22	10681	new	ticket	1	yes	inst
07.10.14	16:45:22	10705	new	ticket	4	yes	fb
07.10.14	17:45:22	10562	new	tickets	1	yes	fb
07.10.14	17:45:22	10586	new	tickets	1	yes	Em
07.10.14	17:45:22	10610	new	tickets	1	yes	fb
07.10.14	17:45:22	10634	returning	tickets	4	yes	fb
07.10.14	17:45:22	10658	new	ticket	1	yes	fb
07.10.14	17:45:22	10682	new	ticket	1	yes	fb
07.10.14	17:45:22	10706	new	ticket	1	yes	inst
07.10.14	18:45:22	10563	new	tickets	4	yes	fb
07.10.14	18:45:22	10587	new	tickets	3	yes	fb
07.10.14	18:45:22	10611	new	tickets	2	yes	Em
07.10.14	18:45:22	10635	returning	tickets	4	yes	fb
07.10.14	18:45:22	10659	new	points	1	yes	fb
07.10.14	18:45:22	10683	new	ticket	1	yes	fb
07.10.14	18:45:22	10707	new	ticket	1	yes	fb
07.10.14	19:45:22	10564	new	tickets	1	yes	fb
07.10.14	19:45:22	10588	new	tickets	1	no	fb
07.10.14	19:45:22	10612	new	tickets	2	yes	fb
07.10.14	19:45:22	10636	new	tickets	4	yes	Em
07.10.14	19:45:22	10660	new	point	4	yes	fb
07.10.14	19:45:22	10684	new	ticket	3	yes	fb
07.10.14	19:45:22	10708	new	ticket	2	yes	fb
07.10.14	19:45:22	10565	new	tickets	1	yes	fb
07.10.14	19:45:22	10589	new	tickets	1	yes	fb
07.10.14	19:45:22	10613	new	tickets	2	yes	fb
07.10.14	19:45:22	10637	new	tickets	4	no	fb
07.10.14	20:45:22	10661	new	tickets	1	yes	Em
07.10.14	20:45:22	10685	new	ticket	1	yes	fb
07.10.14	20:45:22	10709	new	ticket	2	yes	fb
07.10.14	21:45:22	10566	new	tickets	1	yes	fb
07.10.14	21:45:22	10590	new	tickets	4	yes	fb
07.10.14	21:45:22	10614	new	tickets	2	yes	fb
07.10.14	21:45:22	10638	returning	tickets	1	yes	fb
07.10.14	21:45:22	10662	returning	tickets	1	yes	fb
07.10.14	21:45:22	10686	new	points	1	yes	Em
07.10.14	21:45:22	10710	new	ticket	2	yes	fb
07.10.14	21:45:22	10567	new	tickets	1	yes	inst
07.10.14	21:45:22	10591	new	tickets	1	yes	fb
07.10.14	21:45:22	10615	new	tickets	2	yes	fb
07.10.14	21:45:22	10639	new	tickets	1	yes	fb
07.10.14	21:45:22	10663	returning	tickets	1	yes	fb
07.10.14	21:45:22	10687	new	point	4	yes	fb
07.10.14	21:45:22	10711	new	ticket	2	yes	Em
07.10.14	23:45:22	10568	new	ticket	1	yes	fb
07.10.14	23:45:22	10592	new	tickets	1	no	inst
07.10.14	23:45:22	10616	new	tickets	2	yes	fb
07.10.14	23:45:22	10640	new	tickets	1	yes	fb
07.10.14	23:45:22	10664	returning	tickets	1	yes	fb
07.10.14	23:45:22	10688	new	tickets	1	yes	fb
07.10.14	23:45:22	10712	new	ticket	2	yes	fb
08.10.14	00:45:22	10737	new	ticket	1	no	fb
08.10.14	00:45:22	10761	new	ticket	1	yes	Em
08.10.14	00:45:22	10785	new	ticket	1	yes	fb
08.10.14	00:45:22	10809	returning	tickets	2	yes	fb
08.10.14	00:45:22	10833	new	tickets	1	yes	fb
08.10.14	00:45:22	10857	new	tickets	1	yes	fb
08.10.14	00:45:22	10881	new	tickets	4	yes	inst
08.10.14	01:45:22	10738	new	ticket	1	yes	fb
08.10.14	01:45:22	10762	new	ticket	1	yes	fb
08.10.14	01:45:22	10786	new	ticket	1	no	Em
08.10.14	02:45:22	10811	new	ticket	2	yes	Em
08.10.14	02:45:22	10835	new	tickets	1	yes	fb
08.10.14	02:45:22	10859	new	tickets	1	yes	fb
08.10.14	02:45:22	10883	new	tickets	1	yes	fb
08.10.14	03:45:22	10740	new	points	1	yes	fb
08.10.14	03:45:22	10764	new	ticket	2	yes	fb
08.10.14	03:45:22	10788	new	ticket	1	no	fb
08.10.14	03:45:22	10812	returning	ticket	2	yes	fb
08.10.14	03:45:22	10836	returning	tickets	3	yes	Em
08.10.14	03:45:22	10860	new	tickets	1	yes	fb
08.10.14	03:45:22	10884	new	tickets	1	yes	fb
08.10.14	04:45:22	10741	new	point	1	yes	fb
08.10.14	04:45:22	10765	new	ticket	1	yes	fb
08.10.14	05:45:22	10814	new	ticket	2	yes	fb
08.10.14	05:45:22	10838	returning	ticket	1	yes	fb
08.10.14	05:45:22	10862	new	tickets	1	yes	fb
08.10.14	05:45:22	10886	new	tickets	1	yes	Em
08.10.14	06:45:22	10743	new	tickets	1	yes	fb
08.10.14	06:45:22	10767	new	points	1	yes	inst
08.10.14	06:45:22	10791	new	ticket	2	yes	fb
08.10.14	06:45:22	10815	new	ticket	2	yes	fb
08.10.14	06:45:22	10839	new	ticket	4	no	fb
08.10.14	06:45:22	10863	new	tickets	1	yes	fb
08.10.14	06:45:22	10887	new	tickets	1	yes	fb
08.10.14	07:45:22	10744	new	tickets	1	yes	fb
08.10.14	07:45:22	10768	new	point	1	yes	fb
08.10.14	07:45:22	10792	new	ticket	1	yes	inst
08.10.14	07:45:22	10816	new	ticket	2	yes	fb
08.10.14	07:45:22	10840	new	ticket	1	no	fb
08.10.14	08:45:22	10841	returning	ticket	1	yes	fb
08.10.14	08:45:22	10865	returning	ticket	1	yes	fb
08.10.14	08:45:22	10889	new	tickets	1	yes	fb
08.10.14	09:45:22	10746	new	tickets	1	yes	fb
08.10.14	09:45:22	10770	new	tickets	1	yes	fb
08.10.14	09:45:22	10794	new	points	1	yes	fb
08.10.14	09:45:22	10818	new	ticket	3	yes	fb
08.10.14	09:45:22	10842	new	ticket	1	yes	inst
08.10.14	09:45:22	10866	returning	ticket	1	yes	fb
08.10.14	09:45:22	10890	new	tickets	1	yes	fb
08.10.14	10:45:22	10747	new	tickets	1	yes	tw
08.10.14	10:45:22	10771	new	tickets	1	yes	fb
08.10.14	10:45:22	10795	new	point	1	yes	fb
08.10.14	10:45:22	10819	new	ticket	3	yes	fb
08.10.14	10:45:22	10843	new	ticket	1	yes	fb
08.10.14	10:45:22	10867	returning	ticket	1	yes	inst
08.10.14	10:45:22	10891	new	tickets	1	yes	fb
08.10.14	11:45:22	10748	new	tickets	1	yes	Em
08.10.14	11:45:22	10772	new	tickets	1	yes	tw
08.10.14	11:45:22	10796	new	tickets	1	yes	fb
08.10.14	11:45:22	10820	new	ticket	1	yes	fb
08.10.14	12:45:22	10845	new	ticket	1	yes	fb
08.10.14	12:45:22	10869	new	ticket	1	yes	fb
08.10.14	12:45:22	10893	new	ticket	1	yes	fb
08.10.14	13:45:22	10726	new	tickets	3	yes	fb
08.10.14	13:45:22	10750	returning	tickets	1	yes	inst
08.10.14	13:45:22	10774	new	tickets	1	yes	inst
08.10.14	13:45:22	10798	new	tickets	1	yes	Em
08.10.14	13:45:22	10822	new	point	4	yes	tw
08.10.14	13:45:22	10846	new	ticket	2	yes	fb
08.10.14	13:45:22	10870	returning	ticket	1	no	fb
08.10.14	13:45:22	10894	returning	ticket	1	yes	fb
08.10.14	13:45:22	10727	new	tickets	4	yes	fb
08.10.14	13:45:22	10751	returning	tickets	1	yes	fb
08.10.14	13:45:22	10775	new	tickets	4	yes	inst
08.10.14	13:45:22	10799	new	tickets	1	yes	inst
08.10.14	14:45:22	10823	new	tickets	3	yes	Em
08.10.14	14:45:22	10847	new	ticket	1	yes	tw
08.10.14	14:45:22	10871	new	ticket	1	yes	fb
08.10.14	15:45:22	10728	new	tickets	4	yes	fb
08.10.14	15:45:22	10752	new	tickets	1	yes	fb
08.10.14	16:45:22	10776	new	tickets	1	yes	fb
08.10.14	16:45:22	10800	new	tickets	1	yes	inst
08.10.14	16:45:22	10824	new	tickets	4	yes	inst
08.10.14	16:45:22	10848	new	points	1	yes	Em
08.10.14	16:45:22	10872	new	ticket	4	yes	tw
08.10.14	16:45:22	10729	new	tickets	4	no	Em
08.10.14	16:45:22	10753	new	tickets	1	yes	fb
08.10.14	16:45:22	10777	new	tickets	1	yes	fb
08.10.14	16:45:22	10801	new	tickets	1	yes	fb
08.10.14	16:45:22	10825	new	tickets	4	yes	inst
08.10.14	16:45:22	10849	new	point	1	yes	inst
08.10.14	16:45:22	10873	new	ticket	1	yes	Em
08.10.14	17:45:22	10730	new	ticket	4	yes	fb
08.10.14	17:45:22	10874	new	ticket	1	no	inst
08.10.14	18:45:22	10731	new	ticket	4	yes	inst
08.10.14	18:45:22	10755	new	tickets	1	yes	fb
08.10.14	18:45:22	10779	returning	tickets	1	yes	Em
08.10.14	18:45:22	10803	new	tickets	1	yes	fb
08.10.14	18:45:22	10827	new	tickets	4	yes	fb
08.10.14	18:45:22	10851	new	tickets	3	yes	fb
08.10.14	18:45:22	10875	new	points	1	yes	inst
08.10.14	19:45:22	10732	new	ticket	4	yes	fb
08.10.14	19:45:22	10756	new	tickets	1	yes	inst
08.10.14	19:45:22	10780	returning	tickets	1	yes	fb
08.10.14	19:45:22	10804	new	tickets	1	yes	Em
08.10.14	19:45:22	10828	new	tickets	4	yes	fb
08.10.14	19:45:22	10852	new	tickets	1	yes	fb
08.10.14	19:45:22	10876	new	point	1	yes	fb
08.10.14	19:45:22	10733	new	ticket	4	no	fb
08.10.14	19:45:22	10757	new	ticket	4	yes	fb
08.10.14	19:45:22	10781	new	tickets	3	yes	inst
08.10.14	19:45:22	10805	new	tickets	2	yes	fb
08.10.14	20:45:22	10829	new	tickets	4	yes	Em
08.10.14	20:45:22	10853	new	tickets	1	yes	fb
08.10.14	20:45:22	10877	new	tickets	1	yes	fb
08.10.14	20:45:22	10734	new	ticket	4	yes	fb
08.10.14	20:45:22	10758	new	ticket	1	yes	fb
08.10.14	20:45:22	10782	new	tickets	1	no	fb
08.10.14	20:45:22	10806	new	tickets	2	yes	inst
08.10.14	21:45:22	10830	new	tickets	4	yes	fb
08.10.14	21:45:22	10854	new	tickets	4	yes	Em
08.10.14	21:45:22	10878	new	tickets	3	no	fb
08.10.14	22:45:22	10735	new	ticket	1	yes	fb
08.10.14	22:45:22	10759	new	ticket	1	yes	fb
08.10.14	22:45:22	10783	returning	tickets	1	yes	fb
08.10.14	22:45:22	10855	new	tickets	1	yes	fb
08.10.14	22:45:22	10879	new	tickets	1	yes	Em
08.10.14	23:45:22	10736	new	ticket	1	yes	Em
08.10.14	23:45:22	10760	new	ticket	1	yes	fb
08.10.14	23:45:22	10784	new	ticket	4	yes	fb
08.10.14	23:45:22	10808	returning	tickets	2	yes	fb
08.10.14	23:45:22	10832	new	tickets	1	yes	fb
08.10.14	23:45:22	10856	new	tickets	1	yes	inst
08.10.14	23:45:22	10880	new	tickets	1	yes	fb
09.10.14	00:45:22	10905	new	tickets	2	yes	fb
09.10.14	00:45:22	10929	new	points	1	yes	Em
09.10.14	00:45:22	10953	returning	ticket	1	yes	fb
09.10.14	00:45:22	10977	new	ticket	1	yes	fb
09.10.14	00:45:22	11001	new	ticket	2	yes	fb
09.10.14	00:45:22	11025	new	tickets	4	yes	inst
09.10.14	01:45:22	10906	new	tickets	2	yes	inst
09.10.14	01:45:22	10930	new	point	1	yes	fb
09.10.14	01:45:22	10954	returning	ticket	1	yes	Em
09.10.14	01:45:22	10978	new	ticket	4	yes	fb
09.10.14	03:45:22	10932	new	tickets	1	yes	fb
09.10.14	03:45:22	10956	new	points	1	yes	inst
09.10.14	03:45:22	10980	new	ticket	1	yes	fb
09.10.14	03:45:22	11004	new	ticket	2	yes	Em
09.10.14	03:45:22	11028	new	ticket	1	yes	fb
09.10.14	04:45:22	10909	new	tickets	2	yes	fb
09.10.14	04:45:22	10933	new	tickets	3	no	fb
09.10.14	04:45:22	10957	returning	point	1	yes	fb
09.10.14	04:45:22	10981	returning	ticket	1	yes	inst
09.10.14	04:45:22	11005	new	ticket	2	yes	fb
09.10.14	04:45:22	11029	new	ticket	1	yes	Em
09.10.14	05:45:22	10910	new	tickets	2	yes	fb
09.10.14	05:45:22	10934	new	tickets	1	yes	fb
09.10.14	06:45:22	10911	new	tickets	2	yes	Em
09.10.14	06:45:22	10935	new	tickets	1	yes	fb
09.10.14	06:45:22	10959	new	tickets	1	yes	fb
09.10.14	06:45:22	10983	returning	points	1	yes	fb
09.10.14	06:45:22	11007	new	ticket	2	yes	fb
09.10.14	06:45:22	11031	new	ticket	1	yes	inst
09.10.14	07:45:22	10912	new	tickets	2	yes	fb
09.10.14	07:45:22	10936	new	tickets	4	yes	Em
09.10.14	07:45:22	10960	new	tickets	1	yes	fb
09.10.14	07:45:22	10984	new	point	1	no	fb
09.10.14	07:45:22	11008	new	ticket	2	yes	fb
09.10.14	07:45:22	11032	new	ticket	1	yes	fb
09.10.14	08:45:22	10913	new	tickets	2	yes	fb
09.10.14	08:45:22	10937	new	tickets	1	yes	fb
09.10.14	08:45:22	10961	new	tickets	1	yes	Em
09.10.14	09:45:22	10962	new	tickets	1	yes	fb
09.10.14	09:45:22	10986	returning	tickets	1	yes	Em
09.10.14	09:45:22	11010	returning	points	2	yes	fb
09.10.14	09:45:22	11034	new	ticket	1	yes	fb
09.10.14	10:45:22	10915	new	tickets	3	yes	fb
09.10.14	10:45:22	10939	new	tickets	1	yes	fb
09.10.14	10:45:22	10963	new	tickets	1	yes	fb
09.10.14	10:45:22	10987	new	tickets	1	yes	fb
09.10.14	10:45:22	11011	returning	point	2	yes	Em
09.10.14	10:45:22	11035	new	ticket	1	yes	fb
09.10.14	11:45:22	10916	new	tickets	3	yes	fb
09.10.14	11:45:22	10940	new	tickets	1	yes	fb
09.10.14	12:45:22	11013	new	tickets	3	yes	fb
09.10.14	12:45:22	11037	new	points	1	yes	fb
09.10.14	13:45:22	10918	new	tickets	2	yes	fb
09.10.14	13:45:22	10942	new	tickets	1	yes	inst
09.10.14	13:45:22	10966	new	tickets	1	yes	fb
09.10.14	13:45:22	10990	new	tickets	1	yes	fb
09.10.14	13:45:22	11014	new	tickets	1	yes	fb
09.10.14	13:45:22	11038	new	point	1	yes	fb
09.10.14	14:45:22	10895	returning	ticket	1	yes	fb
09.10.14	14:45:22	10919	new	ticket	4	yes	fb
09.10.14	14:45:22	10943	new	tickets	2	yes	fb
09.10.14	14:45:22	10967	new	tickets	1	yes	inst
09.10.14	14:45:22	10991	new	tickets	1	yes	fb
09.10.14	14:45:22	11015	returning	tickets	2	no	fb
09.10.14	14:45:22	11039	returning	tickets	1	yes	fb
09.10.14	15:45:22	10896	returning	ticket	1	yes	fb
09.10.14	15:45:22	10920	new	ticket	3	yes	fb
09.10.14	15:45:22	10944	new	tickets	1	yes	fb
09.10.14	15:45:22	10968	new	tickets	1	yes	fb
09.10.14	15:45:22	10992	new	tickets	1	yes	inst
09.10.14	15:45:22	11016	new	tickets	4	yes	fb
09.10.14	15:45:22	11040	returning	tickets	2	yes	fb
09.10.14	16:45:22	10897	new	ticket	1	yes	tw
09.10.14	16:45:22	10921	new	ticket	4	yes	fb
09.10.14	17:45:22	11018	new	tickets	4	yes	fb
09.10.14	17:45:22	11042	new	tickets	1	yes	inst
09.10.14	18:45:22	10899	returning	ticket	4	yes	inst
09.10.14	18:45:22	10923	returning	ticket	4	yes	Em
09.10.14	18:45:22	10947	new	ticket	1	yes	tw
09.10.14	18:45:22	10971	new	tickets	1	yes	fb
09.10.14	18:45:22	10995	new	tickets	1	yes	fb
09.10.14	18:45:22	11019	new	tickets	4	no	fb
09.10.14	18:45:22	11043	new	tickets	1	yes	fb
09.10.14	19:45:22	10900	new	ticket	1	yes	inst
09.10.14	19:45:22	10924	returning	ticket	4	yes	inst
09.10.14	19:45:22	10948	new	ticket	3	yes	Em
09.10.14	19:45:22	10972	new	tickets	1	yes	tw
09.10.14	19:45:22	10996	new	tickets	4	yes	fb
09.10.14	19:45:22	11020	new	tickets	4	yes	fb
09.10.14	19:45:22	11044	returning	tickets	1	yes	fb
09.10.14	20:45:22	10901	new	ticket	1	yes	fb
09.10.14	20:45:22	10925	returning	ticket	4	yes	inst
09.10.14	20:45:22	10949	new	ticket	1	yes	inst
09.10.14	21:45:22	11022	new	tickets	4	yes	tw
09.10.14	21:45:22	11046	new	tickets	1	yes	fb
09.10.14	22:45:22	10903	new	point	2	yes	fb
09.10.14	22:45:22	10927	new	ticket	4	no	fb
09.10.14	22:45:22	10951	new	ticket	4	yes	fb
09.10.14	22:45:22	10975	new	ticket	3	yes	inst
09.10.14	22:45:22	10999	new	tickets	2	yes	inst
09.10.14	22:45:22	11023	new	tickets	4	no	Em
09.10.14	23:45:22	10904	new	tickets	2	yes	Em
09.10.14	23:45:22	10928	returning	ticket	4	yes	fb
09.10.14	23:45:22	10952	returning	ticket	1	yes	fb
09.10.14	23:45:22	10976	new	ticket	1	yes	fb
09.10.14	23:45:22	11000	new	ticket	2	yes	inst
09.10.14	23:45:22	11024	new	tickets	4	yes	inst
10.10.14	00:45:22	11049	new	tickets	1	yes	inst
10.10.14	00:45:22	11073	returning	tickets	1	yes	Em
10.10.14	00:45:22	11097	returning	tickets	2	yes	tw
10.10.14	00:45:22	11121	new	tickets	4	yes	fb
10.10.14	00:45:22	11145	new	points	4	yes	fb
10.10.14	00:45:22	11169	new	ticket	3	yes	fb
10.10.14	01:45:22	11050	new	tickets	1	yes	inst
10.10.14	01:45:22	11074	new	tickets	1	yes	inst
10.10.14	01:45:22	11098	returning	tickets	2	yes	Em
10.10.14	01:45:22	11122	new	tickets	4	yes	tw
10.10.14	01:45:22	11146	new	point	1	yes	fb
10.10.14	04:45:22	11077	new	tickets	1	yes	fb
10.10.14	04:45:22	11101	new	tickets	2	yes	fb
10.10.14	04:45:22	11125	new	tickets	1	yes	inst
10.10.14	04:45:22	11149	new	tickets	1	yes	inst
10.10.14	04:45:22	11173	new	point	1	yes	Em
10.10.14	05:45:22	11054	new	ticket	1	yes	Em
10.10.14	05:45:22	11078	new	tickets	1	no	fb
10.10.14	05:45:22	11102	returning	tickets	2	yes	fb
10.10.14	05:45:22	11126	returning	tickets	1	yes	fb
10.10.14	05:45:22	11150	new	tickets	1	yes	inst
10.10.14	05:45:22	11174	new	tickets	1	yes	inst
10.10.14	06:45:22	11055	new	ticket	2	yes	fb
10.10.14	07:45:22	11104	new	tickets	2	yes	Em
10.10.14	07:45:22	11128	returning	tickets	1	yes	fb
10.10.14	07:45:22	11152	new	tickets	2	yes	fb
10.10.14	07:45:22	11176	new	tickets	1	yes	fb
10.10.14	08:45:22	11057	new	ticket	1	yes	fb
10.10.14	08:45:22	11081	new	ticket	1	yes	inst
10.10.14	08:45:22	11105	new	tickets	2	yes	fb
10.10.14	08:45:22	11129	new	tickets	1	no	Em
10.10.14	08:45:22	11153	new	tickets	1	yes	fb
10.10.14	08:45:22	11177	new	tickets	1	yes	fb
10.10.14	09:45:22	11058	new	ticket	1	yes	fb
10.10.14	09:45:22	11082	new	ticket	2	yes	fb
10.10.14	09:45:22	11106	new	tickets	2	yes	inst
10.10.14	09:45:22	11130	new	tickets	4	no	fb
10.10.14	09:45:22	11154	new	tickets	1	yes	Em
10.10.14	10:45:22	11059	new	ticket	1	yes	fb
10.10.14	10:45:22	11083	new	ticket	1	yes	fb
10.10.14	12:45:22	11061	new	ticket	1	yes	Em
10.10.14	12:45:22	11085	new	ticket	1	yes	fb
10.10.14	12:45:22	11109	new	ticket	3	yes	fb
10.10.14	12:45:22	11133	new	tickets	1	yes	fb
10.10.14	12:45:22	11157	returning	tickets	1	yes	fb
10.10.14	13:45:22	11062	new	ticket	1	yes	fb
10.10.14	13:45:22	11086	new	ticket	1	yes	Em
10.10.14	13:45:22	11110	new	ticket	3	yes	fb
10.10.14	13:45:22	11134	new	tickets	1	no	fb
10.10.14	13:45:22	11158	new	tickets	1	yes	fb
10.10.14	14:45:22	11063	new	ticket	1	yes	fb
10.10.14	14:45:22	11087	new	ticket	1	yes	fb
10.10.14	14:45:22	11111	new	ticket	1	yes	Em
10.10.14	14:45:22	11135	new	ticket	1	yes	fb
10.10.14	14:45:22	11159	new	tickets	1	yes	fb
10.10.14	15:45:22	11064	new	points	1	yes	fb
10.10.14	15:45:22	11088	new	ticket	1	yes	fb
10.10.14	15:45:22	11112	new	ticket	2	yes	fb
10.10.14	16:45:22	11137	new	ticket	2	yes	fb
10.10.14	16:45:22	11161	new	tickets	1	yes	Em
10.10.14	17:45:22	11066	new	tickets	4	yes	fb
10.10.14	17:45:22	11090	new	ticket	1	yes	fb
10.10.14	17:45:22	11114	new	ticket	3	yes	fb
